Ques Num,Question/Request,Response,Maturity,Additional Information,AUP Reference,ISO 27002:2013 Relevance,,SIG Tab
U.1.8.1,"Testing of patches, service packs and hot fixes prior to installation?",Yes,,,G.2 System Patching,12.6.1.g,Management of technical vulnerabilities,Server Security
U.1.8.2,Evaluation and prioritize vulnerabilities?,Yes,,,G.3 Application Security Vulnerability Assessment and Remediation,12.6.1.f,Management of technical vulnerabilities,Server Security
U.1.8.3,Logging of patch successes and failures?,Yes,,,,12.6.1.h,Management of technical vulnerabilities,Server Security
U.1.8.4,Priority patching of high-risk systems first?,Yes,,,G.2 System Patching,12.6.1.j,Management of technical vulnerabilities,Server Security
U.1.8.5,"All patching exceptions are necessary, documented and approved by Information Security?",Yes,,,,,,Server Security
U.1.8.6,Are third party alert services used to keep up to date with the latest vulnerabilities?,Yes,,,,12.6.1.b,Management of technical vulnerabilities,Server Security
U.1.8.7,Prohibition of OS versions that no longer have patches released,Yes,,,,,,Server Security
U.1.9,"Sufficient detail contained in Operating System and application logs to support incident investigation, including successful and failed login attempts and changes to sensitive configuration settings and files?",Yes,,,,,,Server Security
U.1.10,Events relevant to supporting incident investigation retained for a minimum of one year?,No,,Log retention differs per operating system.  Security logs are sent to a central SIEM for FactSet Security Team analysis and are kept for 3 months.  Correlated security event data are kept for 9 months.,,,,Server Security
U.1.11,Events relevant to supporting incident investigation stored on alternate systems?,Yes,,,,,,Server Security
U.1.12,System generated notifications generated in the event the system fails to write an event to an audit log?,Yes,,,,,,Server Security
U.1.13,"Operating system and application logs relevant to supporting incident investigation protected against modification, deletion and/or inappropriate access?",Yes,,,,,,Server Security
U.1.14,Events relevant to supporting incident investigation regularly reviewed using a specific methodology to uncover potential incidents?,Yes,,,,,,Server Security
U.1.15,"Alert generated if removable media (floppy disk, recordable CD, USB drive) is used?",No,,"The use of removable media is not considered acceptable use.  FactSet has policies in place that govern acceptable use for accessing and copying data for the purpose of support.  Access to production systems as well as client data is monitored, logged, and limited to individuals in support and client facing roles.  FactSet employees specify a business case for each request to access client data.  Clients may subscribe to Access Audit to receive timely copies of logs containing the stated business cases.  Actions being performed on tagged client data that violate FactSet's security policy, alert the FactSet Security Team who immediately investigates the incident.  

For our Enterpise Hosting environments (single-tenant), FactSet designates specific administrators with access to Client Pods.  Access to the environment is based on employee role and segregation of administrative duties is in place.  Additionally access is only allowed from a whitelisted set of internal hosts.

FactSet is actively investigating improvements to its Data Leakage Prevention program to cover removable media.",,,,Server Security
U.1.16,Are users required to ‘su’ or ‘sudo’ into root?,Yes,,,,9.2.1,User Registration and De-registration,Server Security
U.1.17,Does remote SU/root access require multi-factor authentication?,Yes,,,,9.1.2,Access to Networks and Network Services,Server Security
U.1.18,Is access to modify startup and shutdown scripts restricted to root-level users?,Yes,,,,9.4.4.d,Use of Privileged Utility Programs,Server Security
U.1.19,Group profile assignments based on constituent role?,Yes,,,,9.1.1.k,Access Control Policy,Server Security
U.1.20,Group profile assignments approved?,Yes,,,,9.1.1.g,Access Control Policy,Server Security
U.1.21,Transmission encrypted?,Yes,,,,13.2.1.f,Information Transfer Policies and Procedures,Server Security
U.1.22,Storage management personnel (tape operators) given privileged access to mainframe systems?,No,,FactSet backup tapes are stored full-time in secured fully-automated tape silo systems.  FactSet operations staff has access to the tape silos to insert new tapes or replace existing tapes.  Priviliged access to servers is limited to the applicable systems administrators.  ,,9.4.4,Use of Privileged Utility Programs,Server Security
U.1.23,ESM (RACF) and inherent security configuration settings configured to support the access control standards and requirements?,No,,,,13.1.1.f,Network Controls,Server Security
U.1.24,Authentication required for access to any transaction or database system?,Yes,,,,9.4.2,Secure Log-On Procedures,Server Security
U.1.25,There a Password minimum age?,Yes,,,H.1 Password Controls,9.4.3.e,Password Management System,Server Security
U.1.26,Are anti-malware software version and engine upgrade deployment failures reviewed at least weekly?,Yes,,,,,,Server Security
U.1.27,Are activity alerts such as uncleaned infections and suspicious activity reviewed and actioned at least weekly?,Yes,,,,,,Server Security
U.1.28,Is a defined procedure to identify and correct systems without anti-virus performed at least weekly?,Yes,,,,,,Server Security
U.1.29,Is a periodic configuration review performed at least quarterly and when a change is made to anti-malware standards?,Yes,,,,,,Server Security
U.1.29.1,Are the anti-malware standards reviewed and/or updated at least annually to account for new security features and threats are addressed?,Yes,,,,,,Server Security
U.1.30,Are all new patch releases reviewed and applied monthly?,No,,"FactSet maintains a regular patch management process and makes deliberate determinations of the train, version and patch level for each class of device.  Such patches are evaluated, tested, and released as appropriate.  FactSet monitors both threat assessments and vendor-issued updates continuously to perform timely patching.  FactSet maintains appropriate patching levels along with compensating controls to ensure devices are not vulnerable to attack.  FactSet patches all high severity vulnerabilities at least quarterly.  FactSet expedites patching for high vulnerabilities when there are known exploits in the wild.  FactSet also leverages patching techniques from COTS vendors such as kernel splicing to allow for patching to be expedited in a zero downtime manner and limit exposure.",G.2 System Patching,12.6.1.d,Control of Technical Vulnerabilities,Server Security
U.1.31,"Is there an Internet-accessible self-service portal available that allows clients to view access logs, security events and alerts?",Yes,,,,,,Server Security
U.1.32,"Is there an interface that allows access logs, security events and alerts to be sent to an external client-managed SIEM?",No,,see U.1.3.1,,,,Server Security
U.1.33,Are default hardened base virtual images applied to virtualized operating systems?,Yes,,,U.2 System Hardening Standards,,,Server Security
U.1.33.1,"Are they based on a publicly distributed industry, vendor, or government-recognized configuration standard? If yes, which standard authority published the standard?:",Yes,,CIS,,,,Server Security
U.1.33.1.1,Vendor's published security configuration standard?,Yes,,,,,,Server Security
U.1.33.1.2,Center for Internet Security (CIS) Security Configuration Benchmarks?,Yes,,,,,,Server Security
U.1.33.1.3,Other?,Yes,,see U.1.33.1,,,,Server Security
U.1.34,Is the Service Provider responsible for deploying patches to the live server?,Yes,,,,,,Server Security
U.1.35,Is the Service Provider responsible for ensuring the Operating System remains hardened?,Yes,,,,,,Server Security
U.1.36,"Is the Service Provider responsible for ensuring all application server components (e.g. web server, mail server) remain hardened?",Yes,,,,,,Server Security
